-6.4845120000E-21,	0.0000000000E+00
-6.4836360000E-21,	8.7599999952E-25
-6.4852053333E-21,	1.6488174880E-24
-6.4866735000E-21,	1.8747834316E-24
-6.4888290000E-21,	2.5990513654E-24
-6.4900945000E-21,	2.4708032942E-24
-6.4909720000E-21,	2.2650887193E-24
-6.4912042500E-21,	1.9753253509E-24
-6.4910712222E-21,	1.7471449472E-24
-6.4912845000E-21,	1.5771809610E-24
-6.4911115455E-21,	1.4370596269E-24
-6.4914739167E-21,	1.3609787673E-24
-6.4913380769E-21,	1.2592664817E-24
-6.4915091429E-21,	1.1783376490E-24
-6.4914890667E-21,	1.0971563488E-24
-6.4913820625E-21,	1.0318589721E-24
-6.4912420000E-21,	9.7933025275E-25
-6.4913532222E-21,	9.2999614097E-25
-6.4911963684E-21,	8.9356286189E-25
-6.4914116000E-21,	8.7460491722E-25
-6.4916857619E-21,	8.7592675322E-25
-6.4917740455E-21,	8.3981657116E-25
-6.4919823478E-21,	8.2906695954E-25
-6.4921202083E-21,	8.0565390066E-25
-6.4921384400E-21,	7.7297111509E-25
-6.4919490769E-21,	7.6640875889E-25
-6.4919150370E-21,	7.3826234700E-25
-6.4917937500E-21,	7.2167238539E-25
-6.4917798966E-21,	6.9648040020E-25
-6.4917182667E-21,	6.7568054126E-25
-6.4917549355E-21,	6.5454895325E-25
-6.4917315937E-21,	6.3419399460E-25
-6.4916780000E-21,	6.1700764388E-25
-6.4915737353E-21,	6.0759816958E-25
-6.4915289429E-21,	5.9168078660E-25
-6.4913577500E-21,	5.9995326223E-25
-6.4911067297E-21,	6.3521544797E-25
-6.4909959474E-21,	6.2811991275E-25
-6.4908794359E-21,	6.2279772251E-25
-6.4908793250E-21,	6.0702814188E-25
-6.4907939512E-21,	5.9816139890E-25
-6.4907132619E-21,	5.8929607955E-25
-6.4906863721E-21,	5.7605628552E-25
-6.4905605455E-21,	5.7670574134E-25
-6.4904753111E-21,	5.7015142682E-25
-6.4904216087E-21,	5.6019907659E-25
-6.4904193191E-21,	5.4815515804E-25
-6.4904564583E-21,	5.3789742789E-25
-6.4905217551E-21,	5.3083686247E-25
-6.4905602800E-21,	5.2153660597E-25
-6.4904843922E-21,	5.1681013208E-25
-6.4903754038E-21,	5.1836123296E-25
-6.4903449811E-21,	5.0939606220E-25
-6.4903032407E-21,	5.0161347393E-25
-6.4902737091E-21,	4.9329354330E-25
-6.4902705179E-21,	4.8441515516E-25
-6.4902455789E-21,	4.7649383671E-25
-6.4902375690E-21,	4.6827486662E-25
-6.4901892712E-21,	4.6279667253E-25
-6.4900663167E-21,	4.7133768717E-25
-6.4899979508E-21,	4.6856077073E-25
-6.4899517903E-21,	4.6324696993E-25
-6.4899167143E-21,	4.5718208215E-25
-6.4899195937E-21,	4.4999112729E-25
-6.4898055385E-21,	4.5746048994E-25
-6.4897024697E-21,	4.6211659993E-25
-6.4896706269E-21,	4.5627956189E-25
-6.4896243235E-21,	4.5189796605E-25
-6.4895769275E-21,	4.4781577679E-25
-6.4895252857E-21,	4.4438290108E-25
-6.4894433239E-21,	4.4568058724E-25
-6.4893546944E-21,	4.4829548401E-25
-6.4892432192E-21,	4.5594909838E-25
-6.4891824595E-21,	4.5383112097E-25
-6.4891349067E-21,	4.5025727794E-25
-6.4891424605E-21,	4.4435755283E-25
-6.4891344156E-21,	4.3862249150E-25
-6.4890773718E-21,	4.3670426494E-25
-6.4890038861E-21,	4.3735871887E-25
-6.4889598125E-21,	4.3410029128E-25
-6.4890045185E-21,	4.3103222141E-25
-6.4890026220E-21,	4.2574750636E-25
-6.4889909277E-21,	4.2074928500E-25
-6.4889704762E-21,	4.1621295802E-25
-6.4889917529E-21,	4.1183716517E-25
-6.4889607326E-21,	4.0820056288E-25
-6.4889467471E-21,	4.0372363080E-25
-6.4889236250E-21,	3.9977871598E-25
-6.4888865506E-21,	3.9699623074E-25
-6.4888729889E-21,	3.9279456532E-25
-6.4888229890E-21,	3.9165880912E-25
-6.4887675978E-21,	3.9131840859E-25
-6.4887590430E-21,	3.8718233604E-25
-6.4887034149E-21,	3.8705951846E-25
-6.4886395895E-21,	3.8824573869E-25
-6.4886138437E-21,	3.8504193092E-25
-6.4886110000E-21,	3.8106236277E-25
-6.4886032347E-21,	3.7723385986E-25
-6.4885950202E-21,	3.7349431946E-25
-6.4886435100E-21,	3.7290656606E-25
