         0.1,           0,     5.30343
         0.1,         0.1,     4.56352
         0.1,         0.2,     2.79023
         0.1,         0.3,     1.34159
         0.1,         0.4,    0.965654
         0.1,         0.5,     1.30199
         0.1,         0.6,      1.6268
         0.1,         0.7,      1.6869
         0.1,         0.8,     1.58696
         0.1,         0.9,      1.4832
         0.2,           0,     2.49932
         0.2,         0.1,     2.29012
         0.2,         0.2,     1.74312
         0.2,         0.3,     1.05441
         0.2,         0.4,    0.469609
         0.2,         0.5,    0.119476
         0.2,         0.6,   0.0217518
         0.2,         0.7,   0.0645421
         0.2,         0.8,    0.124005
         0.2,         0.9,    0.167991
         0.3,           0,     1.48949
         0.3,         0.1,     1.41038
         0.3,         0.2,     1.13884
         0.3,         0.3,    0.754794
         0.3,         0.4,    0.360511
         0.3,         0.5,   0.0161975
         0.3,         0.6,   -0.202723
         0.3,         0.7,   -0.308162
         0.3,         0.8,   -0.307641
         0.3,         0.9,    -0.23874
         0.4,           0,    0.978053
         0.4,         0.1,    0.922902
         0.4,         0.2,     0.75597
         0.4,         0.3,    0.522434
         0.4,         0.4,    0.252497
         0.4,         0.5,  -0.0176556
         0.4,         0.6,   -0.227949
         0.4,         0.7,   -0.356235
         0.4,         0.8,   -0.393395
         0.4,         0.9,   -0.339558
         0.5,           0,    0.654881
         0.5,         0.1,     0.61416
         0.5,         0.2,    0.503022
         0.5,         0.3,    0.346238
         0.5,         0.4,    0.160882
         0.5,         0.5,  -0.0385416
         0.5,         0.6,   -0.210821
         0.5,         0.7,    -0.32374
         0.5,         0.8,    -0.36073
         0.5,         0.9,   -0.288439
         0.6,           0,    0.433105
         0.6,         0.1,    0.400494
         0.6,         0.2,    0.331967
         0.6,         0.3,    0.205098
         0.6,         0.4,   0.0778987
         0.6,         0.5,  -0.0631014
         0.6,         0.6,   -0.183516
         0.6,         0.7,   -0.263961
         0.6,         0.8,   -0.268836
         0.6,         0.9,   -0.179535
         0.7,           0,     0.27196
         0.7,         0.1,    0.249049
         0.7,         0.2,    0.198908
         0.7,         0.3,     0.12174
         0.7,         0.4,    0.022032
         0.7,         0.5,  -0.0815259
         0.7,         0.6,   -0.164327
         0.7,         0.7,   -0.196109
         0.7,         0.8,   -0.172681
         0.7,         0.9,  -0.0584209
         0.8,           0,    0.167998
         0.8,         0.1,    0.154055
         0.8,         0.2,    0.110783
         0.8,         0.3,   0.0523457
         0.8,         0.4,  -0.0153477
         0.8,         0.5,  -0.0755281
         0.8,         0.6,     -0.1189
         0.8,         0.7,   -0.119746
         0.8,         0.8,  -0.0469283
         0.8,         0.9,    0.058218
         0.9,           0,   0.0887707
         0.9,         0.1,   0.0834329
         0.9,         0.2,   0.0567534
         0.9,         0.3,  0.00919726
         0.9,         0.4,  -0.0344543
         0.9,         0.5,  -0.0670559
         0.9,         0.6,  -0.0587415
         0.9,         0.7,  -0.0540265
         0.9,         0.8,   0.0409221
         0.9,         0.9,    0.227077
           1,           0,   0.0398654
           1,         0.1,   0.0360701
           1,         0.2,   0.0339456
           1,         0.3,    0.003574
           1,         0.4,  -0.0228669
           1,         0.5,  -0.0198249
           1,         0.6, -0.00222443
           1,         0.7,    0.073207
           1,         0.8,    0.192372
           1,         0.9,    0.398397
         0.4,         0.8,   -0.396227
         0.4,         0.8,     15.6925
         0.4,         0.8,     12.8565
         0.4,         0.8,   -0.387785
         0.4,         0.8,   -0.394242
         0.4,         0.8,    -0.39514
         0.4,         0.8,   -0.399735
         0.4,         0.8,   -0.396636
         0.4,         0.8,     61.7993
         0.4,         0.8,     6.05664
         0.4,         0.8,   -0.396806
